,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,V,PP,BAC,Contract Status Change Date,MLS
501,22139191,A,CONDO,4477,WILSHIRE BLVD   #203,LA,HPK,STD,"$1,070,000.00",$595.77,"2/3,0,0,0",1796/,1980,"45,611/1.04",70/70,Y,N,2,03/23/22,CLAW
501,OC22081770,A,CONDO/A,4595,Wilshire BLVD   #304,LA,HPK,"STD,TRUS","$1,100,000.00",$546.45,"2/2,0,0,0",2013/A,1981/PUB,"37,757/0.8668",34/34,Y,N,2,05/11/22,CRMLSM
501,PW22074991,A,SFR/D,1128 S,Manhattan PL  ,LA,HPK,STD,"$1,150,000.00",$709.00,"3/1,0,0,0",1622/A,1919/PUB,"6,353/0.1458",27/27,N,N,2,05/18/22,CRMLSM
501,22153059,A,CONDO,4661,WILSHIRE BLVD   #205,LA,HPK,STD,"$1,200,000.00",$821.92,"2/3,0,0,0",1460/,2014,"24,322/0.55",36/36,N,N,2.5,05/09/22,CLAW
501,22146101,A,SFR,1277,WEST BLVD  ,LA,HPK,STD,"$1,245,000.00",$889.29,"3/1,1,0,0",1400/,1917,"5,229/0.12",61/61,,N,2.5,04/14/22,CLAW
501,22140035,A,CONDO,4180,WILSHIRE BLVD   #301,LA,HPK,STD,"$1,295,000.00",$735.80,"3/3,0,0,0",1760/,2015,"30,953/0.71",81/81,,N,2.5,03/25/22,CLAW
501,22164845,A,CONDO,681 S,NORTON AVE   #103,LA,HPK,STD,"$1,300,000.00",$591.45,"4/4,0,0,0",2198/,2003,"32,679/0.75",8/8,,N,2.25,06/06/22,CLAW
501,22163887,A,SFR,129 N,ST ANDREWS PL  ,LA,HPK,STD,"$1,399,000.00",$573.60,"4/1,0,1,0",2439/,1913,"6,596/0.15",10/10,,N,2.5,06/04/22,CLAW
501,22165555,A,SFR,1189 S,MUIRFIELD RD  ,LA,HPK,STD,"$1,425,000.00",$596.73,"5/4,0,0,0",2388/,1923,"4,961/0.11",5/5,,N,2.5,06/09/22,CLAW
501,17273608,A,SFR/D,203 S,GRAMERCY PL  ,LA,HPK,STD,"$1,500,000.00",$753.77,"3/2,0,0,0",1990/,1912,"7,920/0.1818",1724/1724,N,N,2.5,09/24/17,CLAW
501,PW22112188,A,SFR/D,967,4th AVE,LA,HPK,STD,"$1,550,000.00",$873.24,"2/1,0,0,0",1775/P,1920/PUB,"10,353/0.2377",19/19,N,N,2.5,05/26/22,CRMLSM
501,22166029,A,SFR,4664 W,6TH ST,LA,HPK,STD,"$1,595,000.00",$707.32,"3/1,1,1,0",2255/AP,1951,"6,521/0.14",5/5,N,Y,2.5,06/09/22,CLAW
501,GD22105587,A,SFR/A,1100 S,Lucerne BLVD  ,LA,HPK,"STD,TRUS","$1,600,000.00",$524.93,"5/2,0,0,0",3048/A,1910/PUB,"7,203/0.1654",27/27,N,N,2,05/17/22,CRMLSM
501,22159163,A,SFR,1263,Westchester PL  ,LA,HPK,STD,"$1,629,000.00",$385.93,"8/7,0,0,0",4221/OTH,1983,"9,001/0.2",26/26,N,N,2,05/19/22,CLAW
501,22160041,A,SFR,3501,COUNTRY CLUB DR  ,LA,HPK,STD,"$1,695,000.00",$736.32,"4/3,0,0,0",2302/T,1923/ASR,"10,140/0.23",22/22,,,2.5,05/23/22,CLAW
501,22150315,A,SFR,1087 S,PLYMOUTH BLVD  ,LA,HPK,STD,"$1,699,000.00",$849.50,"3/1,1,1,0",2000/,1922,"6,000/0.13",28/28,N,N,2.5,05/17/22,CLAW
501,NP22076728,A,SFR/D,845 S,Wilton PL  ,LA,HPK,STD,"$1,699,000.00",$901.80,"3/2,0,0,0",1884/A,1920/PUB,"8,996/0.2065",60/60,N,N,2,04/15/22,CRMLSM
501,PW22094935,A,TWNHS/A,4536,Wilshire BLVD   #106,LA,HPK,STD,"$1,750,000.00",$529.02,"3/4,0,0,0",3308/A,1982/PUB,"15,483/0.3554",36/36,Y,N,2,05/06/22,CRMLSM
501,22166263,A,SFR,1035,WESTCHESTER PL  ,LA,HPK,STD,"$1,820,000.00",$633.04,"5/4,0,0,0",2875/,1919,"7,466/0.17",5/5,,N,2,06/09/22,CLAW
501,P1-9478,A,SFR/D,942 S,Rimpau BLVD  ,LA,HPK,STD,"$1,990,000.00",$921.72,"4/2,0,1,0",2159/P,1923,"7,354/0.16",33/33,N,N,2.25,05/11/22,CRMLSF
501,22166061,A,SFR,635 N,CITRUS AVE  ,LA,HPK,STD,"$1,995,000.00","$1,121.42","3/3,0,0,0",1779/AP,1926,"5,035/0.1156",5/5,Y,Y,2.5,06/09/22,CLAW
501,22150769,A,SFR,542 N,CITRUS AVE  ,LA,HPK,STD,"$1,995,000.00",$947.74,"3/2,0,0,0",2105/D,1925,"6,394/0.14",25/25,,,2.5,05/20/22,CLAW
501,22124837,A,SFR,1232,WESTCHESTER PL  ,LA,HPK,STD,"$2,290,000.00",$701.59,"5/4,0,1,0",3264/A,1923/ASR,"9,000/0.2",130/130,,N,2.25,02/04/22,CLAW
1001,22156291,A,SFR,907,WESTCHESTER PL  ,LA,HPK,STD,"$2,295,000.00",$664.06,"4/4,0,0,0",3456/,1916,"7,155/0.16",32/32,,N,2,05/12/22,CLAW
1001,22160563,A,SFR,161 S,CITRUS AVE  ,LA,HPK,STD,"$2,495,000.00","$1,142.40","3/2,0,1,0",2184/A,1925/ASR,"6,750/0.15",18/18,N,Y,2.5,05/27/22,CLAW
1001,PW22121445,A,SFR/D,3917 W,9th ST,LA,HPK,STD,"$2,500,000.00","$1,113.09","4/2,0,1,0",2246/A,1923/ASR,"12,634/0.29",3/3,N,N,2,06/06/22,CRMLSM
1001,21102131,A,SFR,609 S,HIGHLAND AVE  ,LA,HPK,STD,"$2,500,000.00",$996.81,"4/3,0,0,0",2508/,1926/ASR,"8,100/0.18",219/219,N,N,2.5,11/04/21,CLAW
1001,22156793,A,SFR,814 S,MULLEN AVE  ,LA,HPK,STD,"$2,699,000.00",$972.96,"5/3,0,0,0",2774/,1924,"5,842/0.13",32/32,Y,N,2.5,05/13/22,CLAW
1001,22149057,A,SFR,903 S,HIGHLAND AVE  ,LA,HPK,STD,"$2,750,000.00",$828.81,"4/4,0,0,0",3318/,1930,"7,827/0.17",22/22,Y,N,2,06/09/22,CLAW
1001,22158929,A,SFR,956 S,LONGWOOD AVE  ,LA,HPK,STD,"$2,795,000.00",$762.62,"4/2,2,0,0",3665/E,1926,"7,981/0.18",26/26,N,N,2.5,05/19/22,CLAW
1001,22167071,A,SFR,102 S,WILTON PL  ,LA,HPK,STD,"$2,995,000.00",$882.96,"4/5,0,0,0",3392/,1920,"8,289/0.19",1/1,Y,,2.5,06/13/22,CLAW
1001,22163137,A,SFR,328 S,ORANGE DR  ,LA,HPK,STD,"$2,998,000.00",$993.70,"5/4,0,0,0",3017/AP,1924,"6,751/0.15",13/13,Y,N,2.5,06/01/22,CLAW
1001,22142249,A,SFR,233 S,LARCHMONT BLVD  ,LA,HPK,STD,"$2,999,999.00",$793.65,"6/6,0,1,0",3780/D,1921,"8,408/0.19",69/69,,N,2.5,04/06/22,CLAW
1001,22160467,A,SFR,683 S,MCCADDEN PL  ,LA,HPK,STD,"$3,100,000.00",$883.95,"5/3,0,0,0",3507/,1924,"10,486/0.24",1/1,N,N,2.5,06/13/22,CLAW
1001,22167217,A,SFR,334 S,SYCAMORE AVE  ,LA,HPK,STD,"$3,200,000.00","$1,179.51","4/4,0,1,0",2713/,1928/ASR,"6,502/0.1493",0/0,Y,,2.5,06/14/22,CLAW
1001,22163491,A,SFR,836 S,MUIRFIELD RD  ,LA,HPK,STD,"$3,595,000.00","$1,057.35","3/3,0,1,0",3400/,1923,"7,806/0.17",4/4,N,N,2.5,06/10/22,CLAW
1001,22159701,A,SFR,538 N,CITRUS AVE  ,LA,HPK,STD,"$3,600,000.00",$850.66,"5/6,0,0,0",4232/,2014/ASR,"6,393/0.14",13/13,,Y,2.5,06/01/22,CLAW
1001,22145659,A,SFR,613 S,MANSFIELD AVE  ,LA,HPK,STD,"$3,699,000.00",$824.93,"5/5,0,1,0",4484/,2014,"6,753/0.15",11/11,Y,N,2.5,06/03/22,CLAW
1001,PW21216932,A,SFR/D,526 N,Plymouth BLVD  ,LA,HPK,STD,"$4,500,000.00","$1,053.12","5/5,0,1,0",4273/A,2008/ASR,"6,751/0.155",236/236,N,Y,2,10/21/21,CRMLSM
1001,22162885,A,SFR,117 N,CITRUS AVE  ,LA,HPK,STD,"$4,780,000.00",$672.39,"6/8,0,0,0",7109/AP,2019/ASR,"6,752/0.15",14/14,Y,N,2.5,05/31/22,CLAW
1001,22167863,A,SFR,166 S,MCCADDEN PL  ,LA,HPK,STD,"$4,995,000.00","$1,065.26","5/4,0,1,0",4689/A,1928/ASR,"10,852/0.2491",0/0,N,,2.5,06/14/22,CLAW
1001,22164017,A,SFR,201 N,ROSSMORE AVE  ,LA,HPK,STD,"$6,850,000.00",$990.17,"5/4,0,2,0",6918/,1923,"20,001/0.45",11/11,Y,,2.5,06/03/22,CLAW
1001,22152599,A,SFR,115 N,ROSSMORE AVE  ,LA,HPK,STD,"$12,000,000.00","$1,430.27","6/8,0,0,0",8390/T,1923,"38,000/0.87",40/40,Y,N,2.5,05/05/22,CLAW
1001,SR22120849,A,SFR/D,317 S,Windsor BLVD  ,LA,HPK,STD,"$12,499,000.00","$1,155.07","7/7,0,3,0",10821/A,1914/ASR,"18,009/0.4134",8/122,N,Y,2.5,06/06/22,CRIS
1001,22163951,A,SFR,357,Lorraine   ,LA,HPK,STD,"$12,500,000.00",$994.83,"10/7,0,1,0",12565/,1896,"26,966/0.61",11/138,Y,N,2.5,05/31/22,CLAW
1001,22134756,A,SFR,315 S,Hudson AVE  ,LA,HPK,STD,"$21,950,000.00","$1,657.85","7/11,0,0,0",13240/SV,2021/BLD,"30,333/0.69",96/280,N,N,2.5,03/10/22,CLAW
1001,22167573,A,CONDO,100 S,DOHENY DR   #323,LA,C19,STD,"$549,000.00",$763.56,"1/2,0,0,0",719/,1971,"90,087/2.0681",1/1,Y,N,2.5,06/13/22,CLAW
1001,PF22112243,A,CONDO/A,321 S,San Vicente BLVD   #505,LA,C19,STD,"$588,000.00",$613.14,"1/1,0,1,0",959/A,1976/ASR,"42,583/0.9776",19/19,Y,N,2.5,05/26/22,CRMLSM
1001,V1-12214,A,CONDO/A,321 S,San Vicente BLVD   #102,LA,C19,STD,"$640,000.00",$523.73,"2/2,0,0,0",1222/A,1976/ASR,,25/25,N,N,2.5,04/29/22,CRMLSF
1001,22166327,A,CONDO,321 S,SAN VICENTE BLVD   #905,LA,C19,STD,"$665,000.00",$693.43,"1/1,0,1,0",959/,1976,"42,583/0.97",4/4,Y,N,2.5,06/10/22,CLAW
1001,22160919,A,CONDO,1002 S,BURNSIDE AVE   #204,LA,C19,STD,"$700,000.00",$582.85,"2/2,0,0,0",1201/A,1989/ASR,"10,644/0.24",13/13,,N,2.5,06/01/22,CLAW
1001,SR22048593,A,CONDO/A,8651 W,Olympic BLVD   #102,LA,C19,STD,"$749,000.00",$582.43,"2/2,0,0,0",1286/A,1988/ASR,"11,998/0.2754",89/89,Y,N,2.5,02/27/22,CRIS
1001,22141109,A,CONDO,910 S,HOLT AVE   #203,LA,C19,STD,"$779,000.00",$605.28,"2/1,0,1,0",1287/A,1970/ASR,"12,015/0.27",60/60,N,N,2,04/15/22,CLAW
1001,22146909,A,CONDO,104 S,HAYWORTH AVE   #103,LA,C19,STD,"$799,000.00",$614.14,"2/2,0,0,0",1301/,1980,"14,993/0.34",55/55,N,N,2.5,04/20/22,CLAW
1001,22165987,A,CONDO,825 S,SHENANDOAH ST   #201,LA,C19,STD,"$874,999.00",$632.68,"2/2,0,0,0",1383/,1989,"10,881/0.24",5/5,N,N,2.75,06/09/22,CLAW
1001,22146299,A,CONDO,1211 S,SHENANDOAH ST   #102,LA,C19,STD,"$879,000.00",$650.15,"2/3,0,0,0",1352/,1993,"13,287/0.3",60/60,Y,N,2.5,04/14/22,CLAW
1001,22133039,A,TWNHS,1349,Burnside AVE  ,LA,C19,STD,"$899,000.00",$706.76,"3/3,0,1,0",1272/,2022/BLD,"6,255/0.14",44/44,Y,N,2.5,03/24/22,CLAW
1001,OC21225872,A,CONDO/A,357 N,Hayworth AVE   #103,LA,C19,STD,"$968,000.00",$608.81,"3/3,0,0,0",1590/A,2007/ASR,"13,229/0.3037",246/246,Y,N,2,10/11/21,CRMLSM
1001,OC22095774,A,CONDO/A,102 N,Sweetzer AVE   #106,LA,C19,STD,"$1,087,000.00",$773.67,"2/3,0,0,0",1405/A,1990/ASR,"7,609/0.1747",38/38,Y,N,2,05/07/22,CRMLSM
1001,PW21245477,A,CONDO/A,116 S,Croft AVE   #101,LA,C19,STD,"$1,100,000.00","$1,035.78","2/2,0,0,0",1062/A,1990/PUB,"7,498/0.1721",96/109,Y,N,2.5,11/09/21,CRMLSM
1001,22163675,A,CONDO,325 S,SWALL DR   #504,LA,C19,STD,"$1,249,000.00","$1,001.60","2/2,0,0,0",1247/,1986,"11,166/0.25",5/5,Y,N,2.5,06/09/22,CLAW
1001,22166257,A,CONDO,815 S,LE DOUX RD   #201,LA,C19,STD,"$1,395,000.00",$774.14,"3/2,0,1,0",1802/,2010,"5,989/0.13",5/5,Y,N,2.5,06/09/22,CLAW
1001,22166715,A,SFR,633 N,FORMOSA AVE  ,LA,C19,STD,"$1,595,000.00","$1,097.73","3/2,0,0,0",1453/,1925,"6,854/0.1573",0/0,N,N,2.5,06/14/22,CLAW
1001,22150135,A,SFR,404 S,CLOVERDALE AVE  ,LA,C19,STD,"$1,595,000.00",$991.92,"2/1,0,1,0",1608/,1925,"2,153/0.04",13/13,,N,2.5,06/01/22,CLAW
1001,22167135,A,SFR,1367 S,RIDGELEY DR  ,LA,C19,STD,"$1,650,000.00","$1,023.57","3/2,0,0,0",1612/,1927,"6,615/0.15",1/1,N,N,2.25,06/13/22,CLAW
1001,SR22077868,A,SFR/D,803 S,Cloverdale AVE  ,LA,C19,STD,"$1,699,900.00","$1,185.43","2/2,0,0,0",1434/A,1924/ASR,"4,745/0.1089",43/43,N,N,2.5,05/02/22,CRIS
1001,22162817,A,SFR,502 N,DETROIT ST  ,LA,C19,STD,"$1,700,000.00",$447.37,"6/5,0,1,0",3800/,,"6,420/0.14",14/14,N,N,2,05/31/22,CLAW
1001,22140819,A,SFR,405 N,FULLER AVE  ,LA,C19,STD,"$1,999,000.00",$718.55,"5/3,0,0,0",2782/D,1925,"3,978/0.09",36/43,,N,2.5,05/09/22,CLAW
1001,22138381,A,CONDO,132 N,SWALL DR   #301,LA,C19,STD,"$2,000,000.00","$1,360.54","2/2,0,0,0",1470/,2017,"11,660/0.26",67/67,,N,2.5,04/08/22,CLAW
1001,22164171,A,CONDO,411 S,Hamel RD   #207,LA,C19,STD,"$2,150,000.00","$1,173.58","2/2,0,1,0",1832/,2022/BLD,,4/64,Y,N,2.5,06/10/22,CLAW
1001,GD22114314,A,SFR/D,843 S,Cochran AVE  ,LA,C19,"STD,TRUS","$2,150,000.00",$872.56,"3/2,0,0,0",2464/T,1928/PUB,"8,322/0.191",6/6,N,N,2.5,06/08/22,CRMLSM
1001,22124248,A,SFR,512 N,SWEETZER AVE  ,LA,C19,STD,"$2,195,000.00","$1,060.90","3/2,1,1,0",2069/,2022/ASR,"1,397/0.03",50/50,Y,N,2.5,04/21/22,CLAW
1001,22166181,A,SFR,357 N,EDINBURGH AVE  ,LA,C19,STD,"$2,895,000.00","$1,135.29","3/1,3,0,0",2550/,1928,"6,549/0.15",4/4,,,2.5,06/10/22,CLAW
1001,SR22069050,A,SFR/D,6601,Drexel AVE  ,LA,C19,STD,"$2,899,000.00","$1,135.53","3/3,0,1,0",2553/A,1933/ASR,"6,050/0.1389",32/32,Y,N,2.5,04/25/22,CRIS
1001,P1-8600,A,CONDO/A,9000 W,3rd ST   #212,LA,C19,STD,"$2,980,000.00","$1,935.06","1/1,1,0,0",1540/A,2021/BLD,,95/319,Y,N,2.5,03/10/22,CRMLSF
1001,22165199,A,SFR,626 N,DETROIT ST  ,LA,C19,STD,"$2,995,000.00",$831.94,"7/7,0,2,0",3600/,2022/BLD,"5,766/0.13",7/7,Y,,2,06/07/22,CLAW
1001,22162201,A,SFR,472 S,Sherbourne DR  ,LA,C19,STD,"$2,995,000.00",$935.94,"4/3,1,1,0",3200/,1925/ASR,"5,851/0.13",13/13,,N,2.5,06/01/22,CLAW
1001,P1-8647,A,CONDO/A,9000 W,3rd ST   #308,LA,C19,"STD,TRUS","$2,995,000.00","$2,186.13","2/1,1,0,0",1370/A,2021/ASR,,91/234,Y,N,2.5,03/15/22,CRMLSF
1001,22165043,A,SFR,6441,MOORE DR  ,LA,C19,STD,"$3,200,000.00",$986.13,"5/2,2,1,0",3245/D,1926/ASR,"7,497/0.17",4/4,N,Y,2.5,06/10/22,CLAW
1001,22136487,A,SFR,6119,MARYLAND DR  ,LA,C19,STD,"$3,690,000.00",$976.45,"5/5,0,1,0",3779/,2015,"5,855/0.13",74/74,Y,N,2.5,03/31/22,CLAW
1001,22164904,A,SFR,142 S,LA PEER DR  ,LA,C19,STD,"$3,750,000.00","$2,189.14","4/4,0,0,0",1713/,1925,"5,999/0.13",8/8,N,N,2*,06/06/22,CLAW
1001,22154745,A,SFR,328 N,FLORES ST  ,LA,C19,STD,"$3,799,000.00",$921.86,"4/5,0,1,0",4121/T,2011/ASR,"6,506/0.14",29/29,Y,Y,2.5,05/16/22,CLAW
1001,22125017,A,SFR,489 S,Willaman DR  ,LA,C19,STD,"$3,975,000.00",$913.58,"6/6,0,1,0",4351/,2021/BLD,"5,262/0.12",130/130,Y,N,2.5,02/04/22,CLAW
1001,22165291,A,SFR,115 S,EDINBURGH AVE  ,LA,C19,STD,"$3,998,000.00",$898.63,"4/4,0,1,0",4449/T,2007/ASR,"6,539/0.15",5/5,Y,N,2.5,06/09/22,CLAW
1001,22125417,A,SFR,357 N,FORMOSA AVE  ,LA,C19,STD,"$4,400,000.00",$880.00,"6/6,0,0,0",5000/,1928/ASR,"7,699/0.17",126/126,Y,Y,2.5,02/08/22,CLAW
1001,22164743,A,SFR,100 S,EDINBURGH AVE  ,LA,C19,STD,"$4,495,000.00","$1,284.29","5/5,0,1,0",3500/D,2022/SLR,"6,559/0.15",8/84,,N,2.5,06/06/22,CLAW
1001,22159041,A,SFR,6611,COLGATE AVE  ,LA,C19,STD,"$4,499,000.00","$1,159.54","5/5,0,1,0",3880/E,1974,"6,271/0.14",25/25,,Y,2.5,05/20/22,CLAW
1001,22165095,A,SFR,322 N,HARPER AVE  ,LA,C19,STD,"$5,495,000.00","$1,088.98","5/5,0,1,0",5046/D,2022/BLD,"6,212/0.14",5/5,Y,Y,2.5,06/09/22,CLAW
1001,22165353,A,SFR,6245,DREXEL AVE  ,LA,C19,STD,"$5,495,000.00","$1,592.75","5/3,0,2,0",3450/A,2022/BLD,"6,050/0.13",7/7,N,N,2.5,06/07/22,CLAW
1001,22164085,A,CONDO,9000 W,3RD ST   #802,LA,C19,STD,"$8,000,000.00","$3,210.27","2/2,0,1,0",2492/,2021/BLD,"56,037/1.28",8/8,Y,N,2.5,06/06/22,CLAW
1001,22167481,A,CONDO,1351 N,ORANGE DR   #221,LA,C20,STD,"$499,000.00",$647.21,"1/1,0,0,0",771/A,1977,"23,759/0.5454",0/0,Y,N,2,06/14/22,CLAW
1001,22165833,A,CONDO,1645,VINE ST   #610,LA,C20,STD,"$649,000.00",$649.00,"1/1,0,0,0",1000/A,1928/ASR,"22,500/0.51",6/6,Y,N,2.5,06/08/22,CLAW
1001,SR22119851,A,CONDO/A,5125,Harold WAY   #107,LA,C20,STD,"$659,000.00",$444.37,"3/2,0,0,0",1483/A,1981/ASR,"18,218/0.4182",10/115,Y,N,3,06/02/22,CRIS
1001,SR22061589,A,CONDO/A,1940 N,Highland AVE   #2,LA,C20,STD,"$685,000.00",$561.48,"2/2,0,0,0",1220/P,1982/PUB,"65,553/1.5049",67/67,N,N,2.25,03/24/22,CRIS
1001,22166071,A,CONDO,6253,HOLLYWOOD BLVD   #509,LA,C20,STD,"$699,000.00",$695.52,"1/1,0,0,0",1005/D,1929,"12,600/0.28",5/5,Y,N,2.5,06/09/22,CLAW
1001,22161801,A,CONDO,7320,HAWTHORN AVE   #211,LA,C20,STD,"$729,000.00",$687.74,"2/2,0,0,0",1060/,1985,"36,439/0.83",5/5,Y,N,2.5,06/09/22,CLAW
1001,P1-9785,A,CONDO/A,1420 N,Stanley AVE   #204,LA,C20,STD,"$729,000.00",$847.67,"2/2,0,0,0",860/A,1989/ASR,"12,385/0.28",13/13,N,N,2.5,06/01/22,CRMLSF
1001,22163167,A,TWNHS,1221 N,SYCAMORE AVE   #8,LA,C20,STD,"$749,000.00",$785.12,"2/3,0,0,0",954/,1985,"11,659/0.26",13/13,N,N,2.5,06/01/22,CLAW
1001,SR22060878,A,CONDO/A,1940 N,Highland AVE   #66,LA,C20,STD,"$749,000.00",$452.84,"2/2,0,0,0",1654/A,1982/ASR,"65,553/1.5049",79/79,N,N,2.5,03/27/22,CRIS
1001,22157540,A,CONDO,6250,HOLLYWOOD BLVD   #11J,LA,C20,STD,"$798,000.00",$613.85,"1/2,0,0,0",1300/E,2009/ASR,"196,240/4.5",28/28,Y,,2.5*,05/10/22,CLAW
1001,22120009,A,CONDO,6253,HOLLYWOOD BLVD   #507,LA,C20,STD,"$799,000.00",$641.77,"2/1,0,1,0",1245/OTH,1929,"12,600/0.28",146/146,Y,N,2.5,01/15/22,CLAW
1001,PF22096309,A,CONDO/A,7250,Franklin AVE   #416,LA,C20,STD,"$850,000.00",$701.32,"2/0,2,0,0",1212/A,1964/PUB,"53,425/1.2265",33/33,Y,N,2.5,05/12/22,CRMLSM
1001,22163451,A,CONDO,1023,WILCOX AVE   #301,LA,C20,STD,"$859,000.00",$621.56,"2/2,0,0,0",1382/E,2006,"6,088/0.13",12/12,Y,N,2.5,06/02/22,CLAW
1001,22166265,A,CONDO,855,WILCOX AVE   #304,LA,C20,STD,"$889,900.00",$631.13,"3/2,0,0,0",1410/,2006,"12,666/0.2908",5/40,Y,,2.5,04/22/22,CLAW
1001,22165925,A,SFR,6512,LEXINGTON AVE  ,LA,C20,STD,"$899,000.00","$1,066.43","1/1,1,0,0",843/OTH,1912,"2,350/0.05",5/5,Y,N,2.5,06/09/22,CLAW
1001,22161415,A,CONDO,850 N,HUDSON AVE   #105,LA,C20,STD,"$899,000.00",$758.01,"2/2,0,0,0",1186/A,2004/ASR,"13,647/0.31",18/18,Y,N,2.5,05/26/22,CLAW
1001,TR22100877,A,CONDO/A,1245 N,New Hampshire    #2,LA,C20,STD,"$969,000.00",$731.87,"2/1,1,1,0",1324/B,2021/BLD,"9,982/0.2292",33/228,N,N,2.5,05/12/22,CRMLSM
1001,TR22107627,A,CONDO/A,1245 N,New Hampshire    #3,LA,C20,STD,"$989,900.00",$724.67,"3/1,1,1,0",1366/B,2021/BLD,"9,982/0.2292",25/164,Y,N,2.5,05/20/22,CRMLSM
1001,BB22062091,A,SFR/D,733 N,Alexandria AVE  ,LA,C20,STD,"$995,000.00",$736.49,"3/1,0,0,0",1351/A,1914/PUB,"5,619/0.129",40/40,N,N,2,05/04/22,CRMLSM
1001,22161075,A,CONDO,1410 N,CURSON AVE   #202,LA,C20,STD,"$998,000.00",$697.90,"2/3,0,0,0",1430/,2006,"15,262/0.35",12/12,,N,2.5,06/02/22,CLAW
1001,22145337,A,CONDO,6250,HOLLYWOOD BLVD   #9N,LA,C20,STD,"$999,000.00",$605.45,"2/3,0,0,0",1650/E,2009/ASR,"196,240/4.5",64/64,Y,N,2.5*,04/11/22,CLAW
1001,TR22107261,A,CONDO/A,1245 N,New Hampshire AVE   #6,LA,C20,STD,"$1,065,900.00",$730.07,"3/1,2,1,0",1460/B,2021/BLD,"9,982/0.2292",25/25,Y,N,2.5,05/20/22,CRMLSM
1001,TR22107227,A,CONDO/A,1245 N,New Hampshire AVE   #1,LA,C20,STD,"$1,089,900.00",$736.92,"3/1,2,1,0",1479/B,2021/BLD,"9,982/0.2292",25/166,Y,N,2.5,05/20/22,CRMLSM
1001,22139431,A,SFR,1011 N,KENMORE AVE  ,LA,C20,STD,"$1,099,000.00",$619.50,"3/1,1,0,0",1774/,1922,"5,058/0.11",81/81,N,N,2.5,03/25/22,CLAW
1001,22142909,A,CONDO,6253,HOLLYWOOD BLVD   #1202,LA,C20,STD,"$1,175,000.00","$1,039.82","2/2,0,0,0",1130/,1929,"12,600/0.28",62/62,Y,N,2.5,04/13/22,CLAW
1001,22152795,A,CONDO,1806 N,GRAMERCY PL   #PH2,LA,C20,STD,"$1,250,000.00",$702.25,"3/2,0,1,0",1780/A,2021/ASR,"10,004/0.22",42/42,Y,N,2.5,05/03/22,CLAW
1001,22151993,A,SFR,1242,GORDON ST  ,LA,C20,STD,"$1,279,000.00",$653.89,"3/3,0,1,0",1956/A,2017/ASR,"1,542/0.03",36/36,Y,N,2.5,05/09/22,CLAW
1001,22115801,A,CONDO,6250,Hollywood BLVD   #11E,LA,C20,STD,"$1,290,000.00",$664.26,"1/3,0,0,0",1942/,2009/APP,"196,240/4.5",159/274,Y,N,2.5,01/06/22,CLAW
1001,22163979,A,SFR,6570,DE LONGPRE AVE  ,LA,C20,STD,"$1,295,000.00",$881.55,"3/1,0,0,0",1469/,1922,"7,000/0.16",8/8,,N,2.5,06/06/22,CLAW
1001,SR22116622,A,SFR/D,6060,Selma AVE  ,LA,C20,STD,"$1,295,000.00",$925.00,"2/1,0,0,0",1400/A,1911/ASR,"5,334/0.1225",13/40,Y,N,2.5,06/01/22,CRIS
1001,SR22120927,A,SFR/D,735 1/2 N,Gramercy PL  ,LA,C20,STD,"$1,299,000.00",$520.64,"4/3,0,0,0",2495/OTH,2018/OTH,"1,000/0.023",8/21,Y,N,2,06/06/22,CRIS
1001,SR22124994,A,SFR/D,1231 N,June ST  ,LA,C20,STD,"$1,300,000.00",$884.35,"3/2,0,0,0",1470/A,1915/ASR,"5,121/0.1176",5/5,N,N,2.5,06/09/22,CRIS
1001,RS22090253,A,SFR/A,1145 W,Alma LN  ,LA,C20,STD,"$1,399,999.00",$743.10,"3/4,0,0,0",1884/A,2020/PUB,"1,171/0.0269",43/43,Y,N,2,05/02/22,CRMLSM
1001,22156227,A,CONDO,1645,Vine ST   #813,LA,C20,STD,"$1,450,000.00",$577.69,"0/3,0,0,0",2510/,1928,"22,500/0.51",32/32,Y,N,2.5,05/13/22,CLAW
1001,SR22056588,A,SFR/D,737 N,Gramercy PL  ,LA,C20,STD,"$1,480,000.00",$671.51,"3/4,0,0,0",2204/A,2018/ASR,"1,749/0.0402",55/55,Y,N,2.5,03/21/22,CRIS
1001,18412894,A,SFR/D,800 N,HOBART   ,LA,C20,STD,"$1,500,000.00",$700.28,"4/3,0,0,0",2142/A,1921,"7,278/0.1671",1289/1289,N,N,2.5,12/03/18,CLAW
1001,CV22065664,A,SFR/D,4935,Marathon ST  ,LA,C20,STD,"$1,599,900.00",$803.97,"4/3,0,0,0",1990/A,1917/ASR,"4,493/0.1031",69/69,Y,N,2.5,04/01/22,CRMLSM
1001,21697912,A,SFR,1118 N,Edgemont ST  ,LA,C20,STD,"$1,600,000.00",$986.44,"3/1,0,0,0",1622/,1920/ASR,"7,210/0.16",409/409,N,N,2.5,03/02/21,CLAW
1001,FR22106359,A,SFR/D,6537,Homewood AVE  ,LA,C20,STD,"$1,630,000.00",$912.14,"3/2,0,0,0",1787/A,1922/ASR,"5,982/0.1373",26/26,Y,N,2.5,05/19/22,CRMLSM
